Term 1,Term 2,Frequency,Context Frequency,Conditional Probability
<,ay,22,12342,0.0017825311942959
si,te,22,1364,0.016129032258064516
la,escuela,22,1400,0.015714285714285715
yo,>,22,315,0.06984126984126984
el,que,22,1576,0.013959390862944163
y,mi,22,2006,0.010967098703888335
<,luego,22,12342,0.0017825311942959
nop,>,22,24,0.9166666666666666
uwu,>,22,23,0.9565217391304348
oye,>,22,80,0.275
hasta,el,22,147,0.14965986394557823
cierto,>,22,33,0.6666666666666666
la,que,22,1400,0.015714285714285715
un,rato,22,732,0.030054644808743168
<,soy,22,12342,0.0017825311942959
de,nuevo,22,1853,0.011872638963842417
mamá,>,21,92,0.22826086956521738
<,cómo,21,12342,0.001701507049100632
a,su,21,1804,0.01164079822616408
<,esa,21,12342,0.001701507049100632
wey,>,21,38,0.5526315789473685
<,ese,21,12342,0.001701507049100632
le,puse,21,377,0.05570291777188329
plox,>,21,23,0.9130434782608695
que,hora,21,2280,0.009210526315789473
dijo,que,21,57,0.3684210526315789
tiempo,>,21,41,0.5121951219512195
<,vas,21,12342,0.001701507049100632
esta,bien,21,256,0.08203125
siento,que,21,61,0.3442622950819672
<,todo,20,12342,0.0016204829039053639
mucho,>,20,72,0.2777777777777778
<,tas,20,12342,0.0016204829039053639
otra,vez,20,77,0.2597402597402597
se,lo,20,832,0.02403846153846154
sis,>,20,21,0.9523809523809523
casa,>,20,46,0.43478260869565216
jugar,>,20,162,0.12345679012345678
<,sis,20,12342,0.0016204829039053639
e,men,20,63,0.31746031746031744
internet,>,20,32,0.625
<,apenas,20,12342,0.0016204829039053639
y,de,20,2006,0.009970089730807577
y,es,20,2006,0.009970089730807577
<,chaaale,20,12342,0.0016204829039053639
listo,>,20,41,0.4878048780487805
pq,si,20,369,0.05420054200542006
ya,que,20,1187,0.016849199663016005
estimado,>,20,25,0.8
<,ahuevo,20,12342,0.0016204829039053639
a,comer,19,1804,0.010532150776053215
y,también,19,2006,0.009471585244267198
y,ahora,19,2006,0.009471585244267198
chingo,>,19,51,0.37254901960784315
<,.,19,12342,0.0015394587587100957
de,momento,19,1853,0.01025364274150027
a,estar,19,1804,0.010532150776053215
ya,ando,19,1187,0.016006739679865205
y,por,19,2006,0.009471585244267198
estoy,en,19,166,0.1144578313253012
ptm,>,19,36,0.5277777777777778
<,verga,19,12342,0.0015394587587100957
por,la,19,375,0.050666666666666665
jajajajaja,>,19,19,1.0
3,>,19,86,0.22093023255813954
a,pos,19,1804,0.010532150776053215
que,pedo,19,2280,0.008333333333333333
por,si,19,375,0.050666666666666665
pues,si,19,152,0.125
<,osea,19,12342,0.0015394587587100957
<,uffas,19,12342,0.0015394587587100957
jugar,algo,18,162,0.1111111111111111
crees,que,18,26,0.6923076923076923
chaaale,>,18,20,0.9
ya,ni,18,1187,0.015164279696714406
ya,es,18,1187,0.015164279696714406
y,cuando,18,2006,0.00897308075772682
hacer,>,18,131,0.13740458015267176
esto,>,18,59,0.3050847457627119
por,lo,18,375,0.048
opino,>,18,19,0.9473684210526315
y,los,18,2006,0.00897308075772682
mi,abuela,18,598,0.030100334448160536
<,igual,18,12342,0.0014584346135148275
verdad,>,18,38,0.47368421052631576
con,un,18,450,0.04
dije,que,18,55,0.32727272727272727
se,arma,18,832,0.021634615384615384
o,si,18,289,0.06228373702422145
<,descansa,18,12342,0.0014584346135148275
ahorita,te,18,156,0.11538461538461539
si,prendo,18,1364,0.013196480938416423
yo,digo,18,315,0.05714285714285714
<,siempre,17,12342,0.0013774104683195593
<,cual,17,12342,0.0013774104683195593
son,los,17,87,0.19540229885057472
<,cierto,17,12342,0.0013774104683195593
y,asi,17,2006,0.00847457627118644
ahorita,me,17,156,0.10897435897435898
te,veo,17,454,0.037444933920704845
luego,>,17,88,0.19318181818181818
por,las,17,375,0.04533333333333334
quedo,>,17,56,0.30357142857142855
<,una,17,12342,0.0013774104683195593
descansa,>,17,38,0.4473684210526316
pero,me,17,521,0.03262955854126679
pero,que,17,521,0.03262955854126679
los,de,17,417,0.0407673860911271
muchas,gracias,17,19,0.8947368421052632
discord,>,17,39,0.4358974358974359
se,la,17,832,0.020432692307692308
como,me,17,424,0.04009433962264151
ver,que,17,175,0.09714285714285714
f,>,17,19,0.8947368421052632
<,f,17,12342,0.0013774104683195593
xdddd,>,17,18,0.9444444444444444
me,esta,17,1520,0.01118421052631579
ufff,men,16,77,0.2077922077922078
de,una,16,1853,0.008634646519158122
es,mas,16,752,0.02127659574468085
<,quiero,16,12342,0.001296386323124291
no,voy,16,1357,0.011790714812085483
<,hay,16,12342,0.001296386323124291
simón,>,16,19,0.8421052631578947
en,directo,16,1027,0.01557935735150925
en,discord,16,1027,0.01557935735150925
ya,la,16,1187,0.013479359730412805
descansa,bro,16,38,0.42105263157894735
o,que,16,289,0.05536332179930796
a,una,16,1804,0.008869179600886918
<,este,16,12342,0.001296386323124291
la,primera,16,1400,0.011428571428571429
voy,hacer,16,310,0.05161290322580645
a,ricardo,16,1804,0.008869179600886918
mas,>,16,208,0.07692307692307693
a,hacer,16,1804,0.008869179600886918
un,amigo,16,732,0.02185792349726776
el,lunes,16,1576,0.01015228426395939
a,ps,16,1804,0.008869179600886918
que,voy,16,2280,0.007017543859649123
este,>,16,103,0.1553398058252427
que,ando,16,2280,0.007017543859649123
pendejo,>,16,43,0.37209302325581395
que,tengo,16,2280,0.007017543859649123
algo,>,15,117,0.1282051282051282
ves,que,15,36,0.4166666666666667
comer,>,15,29,0.5172413793103449
tengo,un,15,215,0.06976744186046512
<,jajaja,15,12342,0.0012153621779290229
<,feliz,15,12342,0.0012153621779290229
stream,>,15,43,0.3488372093023256
eso,es,15,210,0.07142857142857142
que,>,15,2280,0.006578947368421052
me,falta,15,1520,0.009868421052631578
pero,en,15,521,0.028790786948176585
si,esta,15,1364,0.010997067448680353
que,sea,15,2280,0.006578947368421052
como,por,15,424,0.03537735849056604
yo,opino,15,315,0.047619047619047616
al,menos,15,329,0.04559270516717325
historia,>,15,41,0.36585365853658536
ps,si,15,99,0.15151515151515152
porfa,>,15,15,1.0
lo,voy,15,824,0.01820388349514563
me,gusta,15,1520,0.009868421052631578
<,fue,15,12342,0.0012153621779290229
el,mundo,15,1576,0.00951776649746193
<,mmm,15,12342,0.0012153621779290229
mañana,?,15,177,0.0847457627118644
ahorita,voy,15,156,0.09615384615384616
ricardo,>,15,50,0.3
lo,mas,15,824,0.01820388349514563
en,las,15,1027,0.014605647517039922
cosas,>,15,41,0.36585365853658536
y,mira,15,2006,0.007477567298105683
<,1,15,12342,0.0012153621779290229
pues,ya,15,152,0.09868421052631579
men,?,15,114,0.13157894736842105
algo,?,15,117,0.1282051282051282
mi,papá,15,598,0.02508361204013378
me,da,15,1520,0.009868421052631578
<,2,15,12342,0.0012153621779290229
<,total,15,12342,0.0012153621779290229
simon,xd,14,201,0.06965174129353234
mal,>,14,45,0.3111111111111111
ay,wey,14,24,0.5833333333333334
ya,te,14,1187,0.011794439764111205
todos,los,14,47,0.2978723404255319
toda,la,14,20,0.7
el,otro,14,1576,0.008883248730964468
el,internet,14,1576,0.008883248730964468
<,uffff,14,12342,0.0011343380327337547
te,lo,14,454,0.030837004405286344
pero,se,14,521,0.026871401151631478
de,lo,14,1853,0.007555315704263357
directo,>,14,39,0.358974358974359
ahora,>,14,133,0.10526315789473684
que,hay,14,2280,0.0061403508771929825
chingo,de,14,51,0.27450980392156865
es,muy,14,752,0.018617021276595744
el,pedo,14,1576,0.008883248730964468
y,un,14,2006,0.006979062811565304
ni,pedo,14,118,0.11864406779661017
el,terraria,14,1576,0.008883248730964468
le,voy,14,377,0.03713527851458886
a,decir,14,1804,0.007760532150776054
<,aaaa,14,12342,0.0011343380327337547
si,pero,14,1364,0.010263929618768328
veo,en,14,49,0.2857142857142857
yo,me,14,315,0.044444444444444446
como,se,14,424,0.0330188679245283
aaaa,>,14,22,0.6363636363636364
no,quiero,14,1357,0.010316875460574797
pq,?,14,369,0.037940379403794036
como,te,14,424,0.0330188679245283
se,va,14,832,0.016826923076923076
con,ella,14,450,0.03111111111111111
tas,ocupado,14,22,0.6363636363636364
5,>,14,39,0.358974358974359
cuando,me,14,168,0.08333333333333333
hay,un,14,116,0.1206896551724138
<,esto,14,12342,0.0011343380327337547
despues,de,14,25,0.56
se,viene,14,832,0.016826923076923076
ya,vi,14,1187,0.011794439764111205
1,>,14,62,0.22580645161290322
poco,>,14,53,0.2641509433962264
una,vez,14,354,0.03954802259887006
caigo,>,14,19,0.7368421052631579
ocupado,?,14,21,0.6666666666666666
que,yo,14,2280,0.0061403508771929825
a,dar,14,1804,0.007760532150776054
no,xd,13,1357,0.009579955784819455
ese,es,13,145,0.0896551724137931
no,he,13,1357,0.009579955784819455
porque,no,13,134,0.09701492537313433
7,>,13,54,0.24074074074074073
a,probar,13,1804,0.007206208425720621
god,>,13,26,0.5
y,ahorita,13,2006,0.006480558325024925
bro,?,13,267,0.04868913857677903
wacho,>,13,18,0.7222222222222222
todo,lo,13,111,0.11711711711711711
los,que,13,417,0.03117505995203837
el,halo,13,1576,0.008248730964467006
mas,que,13,208,0.0625
tengo,el,13,215,0.06046511627906977
si,puedes,13,1364,0.009530791788856305
chingue,su,13,17,0.7647058823529411
<,espero,13,12342,0.0010533138875384864
que,mi,13,2280,0.005701754385964913
le,di,13,377,0.034482758620689655
la,noche,13,1400,0.009285714285714286
<,simón,13,12342,0.0010533138875384864
la,segunda,13,1400,0.009285714285714286
ya,mañana,13,1187,0.010951979780960405
mi,abue,13,598,0.021739130434782608
<,mmmm,13,12342,0.0010533138875384864
no,estoy,13,1357,0.009579955784819455
que,a,13,2280,0.005701754385964913
clase,>,13,46,0.2826086956521739
que,va,13,2280,0.005701754385964913
la,mañana,13,1400,0.009285714285714286
ya,esta,13,1187,0.010951979780960405
uffff,>,13,18,0.7222222222222222
el,carro,13,1576,0.008248730964467006
de,hacer,13,1853,0.007015650296815974
muy,bien,13,88,0.14772727272727273
el,examen,13,1576,0.008248730964467006
<,crees,13,12342,0.0010533138875384864
y,luego,13,2006,0.006480558325024925
<,jajajajaja,13,12342,0.0010533138875384864
me,dio,13,1520,0.008552631578947369
el,genshin,13,1576,0.008248730964467006
y,creo,13,2006,0.006480558325024925
estoy,bien,13,166,0.0783132530120482
dia,>,13,44,0.29545454545454547
<,nadamas,13,12342,0.0010533138875384864
<,nada,13,12342,0.0010533138875384864
<,mas,13,12342,0.0010533138875384864
eso,si,13,210,0.06190476190476191
mi,tia,12,598,0.020066889632107024
chido,>,12,21,0.5714285714285714
con,lo,12,450,0.02666666666666667
también,>,12,104,0.11538461538461539
tal,vez,12,83,0.14457831325301204
me,duele,12,1520,0.007894736842105263
<,vete,12,12342,0.0009722897423432182
para,hacer,12,435,0.027586206896551724
y,con,12,2006,0.005982053838484547
todo,bien,12,111,0.10810810810810811
como,a,12,424,0.02830188679245283
ntp,bro,12,98,0.12244897959183673
hasta,me,12,147,0.08163265306122448
que,ver,12,2280,0.005263157894736842
<,tienes,12,12342,0.0009722897423432182
vez,>,12,76,0.15789473684210525
genshin,>,12,27,0.4444444444444444
jugar,hoy,12,162,0.07407407407407407
me,acuerdo,12,1520,0.007894736842105263
de,fnaf,12,1853,0.0064759848893685915
<,desde,12,12342,0.0009722897423432182
o,ya,12,289,0.04152249134948097
<,nos,12,12342,0.0009722897423432182
tal,se,12,83,0.14457831325301204
ya,va,12,1187,0.010109519797809604
bueno,que,12,186,0.06451612903225806
a,poner,12,1804,0.0066518847006651885
facebook,>,12,22,0.5454545454545454
uno,de,12,50,0.24
a,bueno,12,1804,0.0066518847006651885
<,pinches,12,12342,0.0009722897423432182
el,directo,12,1576,0.007614213197969543
el,chiste,12,1576,0.007614213197969543
esta,en,12,256,0.046875
cual,es,12,49,0.24489795918367346
voy,>,12,310,0.03870967741935484
que,hice,12,2280,0.005263157894736842
que,era,12,2280,0.005263157894736842
<,ve,12,12342,0.0009722897423432182
<,suerte,12,12342,0.0009722897423432182
cansado,>,12,15,0.8
igual,>,12,77,0.15584415584415584
yo,no,12,315,0.0380952380952381
la,chingada,12,1400,0.008571428571428572
<,xdddd,12,12342,0.0009722897423432182
<,wacha,12,12342,0.0009722897423432182
a,ti,12,1804,0.0066518847006651885
el,modo,12,1576,0.007614213197969543
lo,mismo,12,824,0.014563106796116505
aun,asi,12,75,0.16
mi,lap,12,598,0.020066889632107024
la,madre,12,1400,0.008571428571428572
que,cuando,11,2280,0.004824561403508772
ward,>,11,11,1.0
hay,una,11,116,0.09482758620689655
ella,>,11,38,0.2894736842105263
<,las,11,12342,0.00089126559714795
<,mames,11,12342,0.00089126559714795
que,nos,11,2280,0.004824561403508772
cel,>,11,19,0.5789473684210527
:0,>,11,11,1.0
a,comprar,11,1804,0.006097560975609756
me,quede,11,1520,0.007236842105263158
aaaaaa,>,11,11,1.0
matar,a,11,21,0.5238095238095238
<,figue,11,12342,0.00089126559714795
si,hay,11,1364,0.008064516129032258
tu,y,11,155,0.07096774193548387
momento,>,11,30,0.36666666666666664
con,ese,11,450,0.024444444444444446
a,pasar,11,1804,0.006097560975609756
no,puedo,11,1357,0.008106116433308769
<,siento,11,12342,0.00089126559714795
hasta,la,11,147,0.07482993197278912
la,verga,11,1400,0.007857142857142858
una,de,11,354,0.031073446327683617
lo,hice,11,824,0.013349514563106795
por,mi,11,375,0.029333333333333333
te,wacho,11,454,0.024229074889867842
hambre,>,11,13,0.8461538461538461
de,ver,11,1853,0.0059363194819212085
digo,>,11,68,0.16176470588235295
nervioso,>,11,15,0.7333333333333333
y,hoy,11,2006,0.005483549351944167
a,ese,11,1804,0.006097560975609756
batiz,>,11,21,0.5238095238095238
el,jueves,11,1576,0.006979695431472081
es,mi,11,752,0.014627659574468085
pq,el,11,369,0.02981029810298103
en,los,11,1027,0.010710808179162609
pasa,>,11,39,0.28205128205128205
steam,>,11,23,0.4782608695652174
la,1,11,1400,0.007857142857142858
6,>,11,41,0.2682926829268293
y,al,11,2006,0.005483549351944167
<,uno,11,12342,0.00089126559714795
pq,ya,11,369,0.02981029810298103
ahorita,ando,11,156,0.07051282051282051
<,apoco,11,12342,0.00089126559714795
weee,>,11,11,1.0
cuenta,>,11,44,0.25
<,sera,11,12342,0.00089126559714795
te,caigo,11,454,0.024229074889867842
mi,equipo,11,598,0.01839464882943144
<,ademas,11,12342,0.00089126559714795
la,del,11,1400,0.007857142857142858
la,pena,11,1400,0.007857142857142858
minecraft,>,11,22,0.5
la,serie,11,1400,0.007857142857142858
como,le,11,424,0.025943396226415096
la,parte,11,1400,0.007857142857142858
pantalla,>,11,25,0.44
ahora,a,11,133,0.08270676691729323
problema,>,11,24,0.4583333333333333
<,sin,11,12342,0.00089126559714795
un,vergo,11,732,0.015027322404371584
<,tal,11,12342,0.00089126559714795
si,xd,11,1364,0.008064516129032258
<,era,11,12342,0.00089126559714795
<,nomas,11,12342,0.00089126559714795
a,este,11,1804,0.006097560975609756
es,>,11,752,0.014627659574468085
en,facebook,11,1027,0.010710808179162609
pq,es,11,369,0.02981029810298103
te,aviso,11,454,0.024229074889867842
hoy,quieres,11,170,0.06470588235294118
<,neta,11,12342,0.00089126559714795
neta,?,11,20,0.55
el,obs,11,1576,0.006979695431472081
oye,y,11,80,0.1375
vuelvo,a,11,11,1.0
10,>,11,40,0.275
me,dan,10,1520,0.006578947368421052
a,empezar,10,1804,0.005543237250554324
pero,a,10,521,0.019193857965451054
decir,que,10,26,0.38461538461538464
of,war,10,22,0.45454545454545453
checo,>,10,11,0.9090909090909091
es,por,10,752,0.013297872340425532
pero,como,10,521,0.019193857965451054
me,lleva,10,1520,0.006578947368421052
algo,asi,10,117,0.08547008547008547
en,terraria,10,1027,0.009737098344693282
y,esta,10,2006,0.004985044865403789
4,>,10,42,0.23809523809523808
que,paso,10,2280,0.0043859649122807015
dije,a,10,55,0.18181818181818182
para,mi,10,435,0.022988505747126436
es,para,10,752,0.013297872340425532
mi,>,10,598,0.016722408026755852
un,ratito,10,732,0.01366120218579235
