Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
de,igual,ya,1,1,1.0
<,y,ya,1,11,0.09090909090909091
mucho,porque,ya,1,1,1.0
pero,pues,ya,1,3,0.3333333333333333
importante,y,ya,1,1,1.0
creo,que,ya,4,22,0.18181818181818182
15,y,ya,1,1,1.0
yo,creo,ya,1,7,0.14285714285714285
crees,que,ya,1,3,0.3333333333333333
explicarlo,pues,ya,1,1,1.0
digo,que,ya,1,3,0.3333333333333333
explicarlo,y,ya,1,1,1.0
ahí,y,ya,1,1,1.0
eso,sí,ya,1,1,1.0
si,jajaj,ya,1,2,0.5
vavav,entonces,ya,1,1,1.0
otro,y,ya,1,1,1.0
no,pues,ya,1,3,0.3333333333333333
quieres,pus,ya,1,1,1.0
para,que,ya,1,6,0.16666666666666666
<,hay,ya,1,3,0.3333333333333333
<,sip,ya,1,37,0.02702702702702703
salí,jajaja,ya,1,1,1.0
xd,y,ya,1,2,0.5
de,que,ya,1,3,0.3333333333333333
<,olvídalo,ya,1,1,1.0
resolví,jajaja,ya,1,1,1.0
bueno,que,ya,1,1,1.0
bueno,mejor,ya,1,1,1.0
así,jajajaj,ya,1,1,1.0
oye,ernesto,ya,1,1,1.0
la,clase,ya,1,2,0.5
si,jajajaja,ya,1,1,1.0
bien,entonces,ya,1,2,0.5
eso,y,ya,1,3,0.3333333333333333
digo,si,ya,1,1,1.0
el,pasillo,ya,1,2,0.5
19,27,y,1,1,1.0
de,calculo,y,1,1,1.0
los,grupos,y,1,1,1.0
de,datos,y,2,5,0.4
de,algoritmos,y,1,1,1.0
1,lugar,y,1,1,1.0
agrego,unas,y,1,1,1.0
de,tarea,y,1,1,1.0
diapositivas,69,y,1,1,1.0
vamos,esme,y,1,1,1.0
el,normal,y,1,1,1.0
la,covarianza,y,1,2,0.5
de,jisus,y,1,1,1.0
el,orden,y,1,1,1.0
a,esme,y,1,1,1.0
nuestro,tema,y,1,1,1.0
la,introducción,y,1,2,0.5
si,vas,y,1,3,0.3333333333333333
del,dto,y,1,1,1.0
los,2,y,1,2,0.5
la,conexión,y,1,1,1.0
ernesto,tu,y,1,1,1.0
porque,esme,y,1,1,1.0
los,comandos,y,1,1,1.0
la,escuela,y,1,2,0.5
con,prácticas,y,1,1,1.0
del,reporte,y,1,1,1.0
a,ayudar,y,1,1,1.0
con,eso,y,1,3,0.3333333333333333
noooo,jaja,y,1,1,1.0
más,información,y,1,1,1.0
y,eso,y,1,3,0.3333333333333333
ponemos,latinoamerica,y,1,1,1.0
más,fácil,y,1,1,1.0
la,entregaron,y,1,1,1.0
como,yo,y,1,1,1.0
de,prueba,y,1,1,1.0
lo,vemos,y,1,1,1.0
busquemos,información,y,1,1,1.0
nahum,jajajaja,y,1,1,1.0
ahí,solos,y,1,1,1.0
las,3,y,1,2,0.5
más,importante,y,1,1,1.0
al,15,y,1,1,1.0
por,simplex,y,1,1,1.0
ejercicios,"4,5",y,1,1,1.0
la,poblacion,y,1,1,1.0
y,muestra,y,1,1,1.0
interpretamos,algo,y,1,1,1.0
tal,autor,y,1,1,1.0
para,explicarlo,y,1,2,0.5
puse,ahí,y,1,1,1.0
lo,resumí,y,1,1,1.0
lo,otro,y,1,1,1.0
de,nahum,y,1,1,1.0
estaba,checando,y,1,2,0.5
tu,audiencia,y,1,1,1.0
plan,b,y,1,1,1.0
a,exponer,y,1,1,1.0
viene,después,y,1,1,1.0
jajaja,mmm,y,1,1,1.0
<,jajajaj,y,1,4,0.25
<,ooooo,y,1,2,0.5
no,xd,y,1,2,0.5
chat,xd,y,1,1,1.0
contacto,dirección,y,1,1,1.0
serie,original,y,1,1,1.0
completamente,similar,y,1,1,1.0
jajaj,gracias,y,1,1,1.0
del,lab,y,1,1,1.0
solo,eso,y,1,1,1.0
a,panti,y,1,1,1.0
para,mañana,y,1,1,1.0
mis,respuestas,xd,1,1,1.0
jjajajjajaja,bueno,xd,1,1,1.0
es,jajaj,xd,1,1,1.0
lo,checo,xd,1,2,0.5
quieres,entrégalo,xd,1,1,1.0
no,jajajaj,xd,1,2,0.5
jajaja,no,xd,1,3,0.3333333333333333
a,bueno,xd,2,10,0.2
habías,dado,xd,1,1,1.0
habías,ido,xd,1,1,1.0
jajaja,va,xd,1,3,0.3333333333333333
jajajaja,perdón,xd,1,1,1.0
bueno,jaja,xd,1,3,0.3333333333333333
esta,bien,xd,1,3,0.3333333333333333
el,problema,xd,1,2,0.5
entonces,méxico,xd,1,1,1.0
pero,bueno,xd,1,1,1.0
investigue,nada,xd,1,1,1.0
más,apresurado,xd,1,1,1.0
lo,mismo,xd,1,3,0.3333333333333333
como,comprarlo,xd,1,1,1.0
a,jajaja,xd,1,10,0.1
ni,nada,xd,1,1,1.0
jajaja,bueno,xd,1,3,0.3333333333333333
la,vi,xd,1,1,1.0
con,alguien,xd,1,1,1.0
está,bien,xd,2,11,0.18181818181818182
es,cierto,xd,1,2,0.5
te,fuiste,xd,1,2,0.5
celis,no,xd,1,1,1.0
medio,raro,xd,1,2,0.5
a,chat,xd,1,1,1.0
jajaja,sip,xd,1,5,0.2
jajajaj,vava,xd,1,1,1.0
tu,dermatólogo,xd,1,1,1.0
la,conseguiste,xd,1,1,1.0
a,subir,xd,1,1,1.0
por,nada,xd,1,1,1.0
de,una,xd,1,2,0.5
los,veo,xd,1,3,0.3333333333333333
el,de,web,1,4,0.25
examen,de,web,1,1,1.0
mucho,en,web,1,1,1.0
fotos,o,vídeos,1,1,1.0
que,lo,ví,1,7,0.14285714285714285
igual,ya,vámonos,1,1,1.0
si,te,vuelve,1,3,0.3333333333333333
<,sip,voy,1,37,0.02702702702702703
holaa,sip,voy,1,2,0.5
el,que,voy,1,4,0.25
a,sip,voy,1,7,0.14285714285714285
iré,pero,voy,1,1,1.0
xd,entonces,voy,1,1,1.0
a,si,voy,1,5,0.2
sip,jaja,voy,1,5,0.2
si,jaja,voy,1,6,0.16666666666666666
ya,me,voy,3,4,0.75
de,dónde,voy,1,1,1.0
que,los,voy,1,1,1.0
se,lo,voy,1,5,0.2
lo,que,voy,1,29,0.034482758620689655
a,jajaj,voy,1,1,1.0
a,jajaja,voy,1,10,0.1
<,voy,voy,1,2,0.5
ya,lo,voy,1,3,0.3333333333333333
si,me,voy,1,4,0.25
sale,como,volteada,1,1,1.0
lo,habías,visto,1,2,0.5
si,lo,viste,1,8,0.125
no,nos,vimos,1,2,0.5
no,lo,vimos,1,4,0.25
primera,que,vimos,1,1,1.0
información,que,viene,1,1,1.0
de,donde,viene,1,1,1.0
los,consejos,viene,1,2,0.5
pero,alomejor,viene,1,1,1.0
pues,estaba,viendo,1,1,1.0
yo,ando,viendo,1,1,1.0
apenas,la,vi,1,1,1.0
de,una,vez,1,2,0.5
y,usar,vestimenta,1,1,1.0
<,cómo,ves,1,3,0.3333333333333333
porque,no,ves,1,1,1.0
cómo,lo,ves,1,2,0.5
la,otra,versión,1,1,1.0
entonces,nos,veremos,1,1,1.0
la,de,verde,1,4,0.25
mi,cargador,verdad,1,1,1.0
a,análisis,verdad,1,1,1.0
jaja,la,verdad,1,1,1.0
a,ia,verdad,1,1,1.0
de,hospital,verdad,1,1,1.0
jaja,a,ver,1,1,1.0
lo,quieres,ver,2,5,0.4
ya,a,ver,1,1,1.0
ernesto,a,ver,1,1,1.0
si,a,ver,1,1,1.0
si,podía,ver,1,2,0.5
y,ya,ver,1,11,0.09090909090909091
<,a,ver,2,69,0.028985507246376812
jajaj,a,ver,1,1,1.0
pus,a,ver,1,1,1.0
pues,a,ver,1,1,1.0
jajajaja,a,ver,1,1,1.0
ahorita,lo,veo,1,1,1.0
ver,deja,veo,1,1,1.0
jajaja,deja,veo,1,1,1.0
dónde,los,veo,1,1,1.0
salí,los,veo,1,1,1.0
donde,los,veo,1,1,1.0
si,quieres,venirte,1,16,0.0625
puestos,donde,venden,1,1,1.0
si,quieres,ven,1,16,0.0625
mañana,lo,vemos,1,2,0.5
y,ya,vemos,1,11,0.09090909090909091
pues,como,veas,1,2,0.5
cuando,te,vea,1,1,1.0
demás,se,ve,1,1,1.0
ya,te,vayas,1,4,0.25
ahorita,te,vayas,1,5,0.2
panti,y,vayas,1,1,1.0
<,a,vavavav,1,69,0.014492753623188406
<,a,vavava,2,69,0.028985507246376812
<,a,vavav,2,69,0.028985507246376812
<,a,vava,9,69,0.13043478260869565
jajaja,bueno,vava,1,3,0.3333333333333333
<,jajajaja,vava,1,7,0.14285714285714285
<,jajaja,vava,1,19,0.05263157894736842
<,jajajaj,vava,1,4,0.25
oye,te,vas,1,4,0.25
ya,te,vas,1,4,0.25
oye,si,vas,1,3,0.3333333333333333
ya,si,vas,1,1,1.0
iría,si,vas,1,1,1.0
tu,que,vas,1,1,1.0
lo,que,vas,1,29,0.034482758620689655
lugar,donde,vas,1,2,0.5
si,te,vas,1,3,0.3333333333333333
si,fueron,varias,1,1,1.0
si,podía,variar,1,2,0.5
ya,nos,vamos,1,2,0.5
<,nos,vamos,1,2,0.5
que,no,vamos,1,13,0.07692307692307693
rato,solo,vamos,1,1,1.0
lo,que,vamos,1,29,0.034482758620689655
de,los,valores,1,15,0.06666666666666667
lo,que,vallan,1,29,0.034482758620689655
no,nos,valla,1,2,0.5
jajajajaja,ya,valió,1,1,1.0
vimos,en,vacaciones,1,2,0.5
regresando,de,vacaciones,1,1,1.0
<,a,va,1,69,0.014492753623188406
a,va,va,1,1,1.0
la,covarianza,va,1,2,0.5
<,jajaja,va,3,19,0.15789473684210525
jajaja,bueno,va,1,3,0.3333333333333333
bueno,jaja,va,1,3,0.3333333333333333
que,no,va,1,13,0.07692307692307693
paso,alrrato,va,1,1,1.0
de,seguro,va,1,1,1.0
siguiente,que,va,1,1,1.0
él,se,va,1,1,1.0
es,que,va,1,28,0.03571428571428571
jaja,si,va,1,4,0.25
jajaja,sip,va,1,5,0.2
si,se,va,1,7,0.14285714285714285
de,los,usos,1,15,0.06666666666666667
que,ellos,usarían,1,1,1.0
que,podíamos,usar,1,1,1.0
eso,podemos,usar,1,1,1.0
exponer,y,usar,1,1,1.0
si,quieres,usa,1,16,0.0625
a,acabar,unos,1,1,1.0
tengo,2,uno,1,1,1.0
del,estudiante,universitario,1,1,1.0
porque,agrego,unas,1,1,1.0
que,hacer,unas,1,3,0.3333333333333333
oye,oye,una,2,12,0.16666666666666666
adicionales,es,una,1,1,1.0
también,de,una,1,1,1.0
ya,de,una,1,1,1.0
le,modifique,un,1,1,1.0
quieres,hacer,un,1,1,1.0
ahorita,en,un,1,1,1.0
andaba,checando,un,1,1,1.0
y,tenía,un,1,1,1.0
solo,habia,un,1,1,1.0
de,tener,un,1,1,1.0
modelo,sigue,un,1,1,1.0
es,en,un,1,3,0.3333333333333333
13,hay,un,1,1,1.0
refiere,la,ultima,1,1,1.0
jajaja,entonces,tú,1,2,0.5
no,si,tú,1,1,1.0
de,las,técnicas,1,10,0.1
la,señora,tuvo,1,1,1.0
puedes,pasar,tus,1,1,1.0
te,doy,tu,1,1,1.0
quedar,a,tu,1,1,1.0
estás,haciendo,tu,1,1,1.0
haremos,ernesto,tu,1,1,1.0
pregunta,jaja,tu,1,1,1.0
que,redactaste,tu,1,1,1.0
conocer,a,tu,1,2,0.5
eso,en,tu,1,1,1.0
precio,de,tu,1,1,1.0
grupo,del,tt,1,1,1.0
de,la,transformación,1,20,0.05
y,en,total,1,2,0.5
la,reproducción,total,1,1,1.0
que,no,toques,1,13,0.07692307692307693
no,le,tomaste,1,1,1.0
como,que,tomar,2,3,0.6666666666666666
aplicarle,el,toffoli,1,1,1.0
si,tienes,todos,1,1,1.0
así,saldrías,todos,1,1,1.0
para,que,todos,1,6,0.16666666666666666
y,pues,todos,1,5,0.2
porque,quedó,todo,1,1,1.0
conexión,y,todo,1,1,1.0
pasada,de,todo,1,1,1.0
en,general,todo,1,1,1.0
que,entiendo,todo,1,1,1.0
<,anda,todo,1,1,1.0
dónde,íbamos,todo,1,1,1.0
de,diapositivas,todavía,1,1,1.0
que,subir,todas,1,1,1.0
si,va,toda,1,1,1.0
que,le,tocó,1,5,0.2
piden,para,titularte,1,1,1.0
<,oye,tines,1,35,0.02857142857142857
anteriores,si,tienes,1,1,1.0
que,ya,tienes,1,11,0.09090909090909091
espera,no,tienes,1,1,1.0
<,o,tienes,1,8,0.125
que,nivel,tienes,1,1,1.0
jajaja,no,tienes,1,3,0.3333333333333333
según,se,tienen,1,1,1.0
mmm,y,tienen,1,1,1.0
pero,esa,tiene,1,1,1.0
que,se,tiene,1,4,0.25
aún,habría,tiempo,1,1,1.0
serie,de,tiempo,1,1,1.0
del,marco,teórico,1,1,1.0
archivo,del,test,1,1,1.0
dijo,que,teníamos,1,3,0.3333333333333333
pone,que,teníamos,1,1,1.0
entonces,si,tenía,1,5,0.2
si,se,tenía,1,7,0.14285714285714285
3,y,tenía,1,1,1.0
decian,que,tenian,1,1,1.0
que,no,tenia,1,13,0.07692307692307693
el,que,tengo,1,4,0.25
del,2do,tengo,1,2,0.5
o,solo,tengo,1,1,1.0
es,que,tengo,1,28,0.03571428571428571
ahorita,ya,tengo,1,2,0.5
si,la,tengo,1,1,1.0
no,la,tengo,1,1,1.0
y,ya,tengamos,1,11,0.09090909090909091
para,poder,tener,1,1,1.0
dije,de,tener,1,1,1.0
pdf,solo,tenemos,1,1,1.0
ahí,que,tenemos,1,1,1.0
<,pero,tenemos,1,12,0.08333333333333333
si,si,tenemos,1,3,0.3333333333333333
lo,que,tenemos,1,29,0.034482758620689655
que,no,tenemos,1,13,0.07692307692307693
oye,irving,tendrás,1,6,0.16666666666666666
un,patrón,tendencia,1,1,1.0
a,ir,temprano,1,6,0.16666666666666666
tomar,los,temas,1,1,1.0
según,el,temario,1,2,0.5
en,el,tema,1,7,0.14285714285714285
de,nuestro,tema,1,1,1.0
era,el,tema,1,3,0.3333333333333333
checando,un,tema,1,1,1.0
si,el,tema,1,1,1.0
quedaría,el,tema,1,1,1.0
sip,ahorita,te,1,1,1.0
día,irving,te,1,1,1.0
pero,cuando,te,1,1,1.0
te,vea,te,1,1,1.0
cierto,como,te,1,1,1.0
qué,grupo,te,1,1,1.0
:3,oye,te,2,5,0.4
o,ya,te,1,2,0.5
holaa,sip,te,1,2,0.5
maaaa,pero,te,1,1,1.0
formato,que,te,1,1,1.0
quieres,que,te,1,1,1.0
sip,mañana,te,2,2,1.0
si,ahorita,te,2,2,1.0
<,oye,te,2,35,0.05714285714285714
ya,ni,te,1,2,0.5
casa,jaja,te,1,2,0.5
de,que,te,1,3,0.3333333333333333
ver,si,te,1,5,0.2
lo,que,te,3,29,0.10344827586206896
síntomas,que,te,1,1,1.0
por,eso,te,1,2,0.5
<,ajap,te,1,2,0.5
pus,ya,te,1,1,1.0
ya,ahorita,te,1,2,0.5
por,si,te,1,7,0.14285714285714285
<,ya,te,1,7,0.14285714285714285
definitivamente,se,te,1,1,1.0
<,si,te,1,23,0.043478260869565216
mejor,ahorita,te,1,1,1.0
y,ya,te,1,11,0.09090909090909091
ejércicio,5,te,1,1,1.0
sintomas,del,tda,1,1,1.0
síntomas,del,tda,1,1,1.0
dejó,de,tarea,1,1,1.0
si,nos,tardamos,1,5,0.2
sé,que,tanto,1,1,1.0
por,lo,tanto,1,3,0.3333333333333333
<,y,también,2,11,0.18181818181818182
<,a,también,1,69,0.014492753623188406
si,jaja,también,1,6,0.16666666666666666
te,fuiste,también,1,2,0.5
simplex,y,también,1,1,1.0
ma,pus,también,1,1,1.0
hacer,admin,también,1,1,1.0
a,ir,también,1,6,0.16666666666666666
porque,eso,tambien,1,1,1.0
pero,como,tal,1,1,1.0
lo,de,tal,1,24,0.041666666666666664
<,cómo,tal,1,3,0.3333333333333333
puse,la,tablita,1,1,1.0
de,los,síntomas,2,15,0.13333333333333333
creo,que,sí,2,22,0.09090909090909091
jajaja,pero,sí,1,5,0.2
yo,eso,sí,1,1,1.0
digo,que,sí,1,3,0.3333333333333333
28,no,sé,1,1,1.0
bueno,no,sé,1,1,1.0
cosas,no,sé,1,1,1.0
falta,no,sé,1,1,1.0
<,no,sé,1,14,0.07142857142857142
pero,no,sé,3,7,0.42857142857142855
gráfica,no,sé,1,1,1.0
hicieron,lo,suyo,1,2,0.5
que,era,sustentabilidad,1,2,0.5
lo,del,sushi,1,7,0.14285714285714285
pero,porque,supongo,1,1,1.0
<,calcular,sumas,1,1,1.0
propenso,a,sufrir,1,1,1.0
tenemos,es,suficiente,1,1,1.0
yo,solo,subí,1,1,1.0
los,elementos,subjetivos,1,1,1.0
2do,lo,subió,1,1,1.0
práctica,que,subió,1,1,1.0
que,para,subir,1,1,1.0
tienen,que,subir,1,1,1.0
voy,a,subir,1,9,0.1111111111111111
25,con,su,1,1,1.0
jaja,en,sql,1,1,1.0
gracias,cuáles,son,1,1,1.0
las,materias,son,1,1,1.0
cuantos,niveles,son,1,1,1.0
<,no,son,1,14,0.07142857142857142
no,aguanta,son,1,1,1.0
dejó,ahí,solos,1,1,1.0
cambia,nada,solo,1,1,1.0
realidad,es,solo,1,1,1.0
igual,es,solo,1,1,1.0
<,o,solo,1,8,0.125
el,pdf,solo,1,1,1.0
hace,nada,solo,1,1,1.0
datos,ya,solo,1,1,1.0
ir,porque,solo,1,1,1.0
un,rato,solo,1,1,1.0
parcial,ya,solo,1,1,1.0
ya,jaja,solo,1,3,0.3333333333333333
igual,jaja,solo,1,1,1.0
se,resuelve,solo,1,1,1.0
creo,que,solo,2,22,0.09090909090909091
caars,pero,solo,1,1,1.0
tu,para,solo,1,1,1.0
mmmm,pues,solo,1,2,0.5
anda,todo,solo,1,1,1.0
los,valores,solo,1,1,1.0
jaja,yo,solo,1,2,0.5
ahorita,checo,solo,1,1,1.0
como,el,software,1,1,1.0
de,investigar,sobre,1,1,1.0
lab,de,sistemas,1,1,1.0
que,ni,siquiera,1,1,1.0
<,hola,sip,3,11,0.2727272727272727
<,a,sip,7,69,0.10144927536231885
buenas,noches,sip,1,1,1.0
<,holaa,sip,2,10,0.2
<,jajaja,sip,3,19,0.15789473684210525
hola,jaja,sip,1,3,0.3333333333333333
a,yaya,sip,1,1,1.0
<,ajá,sip,1,2,0.5
a,vava,sip,2,9,0.2222222222222222
a,sip,sip,1,7,0.14285714285714285
a,pasar,sip,1,2,0.5
a,jajaja,sip,1,10,0.1
maaa,jajaja,sip,1,1,1.0
a,vavav,sip,1,2,0.5
vava,jaja,sip,1,2,0.5
<,jaja,sip,1,4,0.25
tenian,los,sintomas,1,1,1.0
mismo,pero,sin,1,2,0.5
jala,pero,sin,1,1,1.0
resolver,por,simplex,1,1,1.0
es,completamente,similar,1,1,1.0
general,todo,siguió,1,1,1.0
ser,lo,siguiente,1,3,0.3333333333333333
el,modelo,sigue,1,2,0.5
covarianza,y,siento,1,1,1.0
lo,que,siento,1,29,0.034482758620689655
yo,pero,siento,1,1,1.0
no,sé,si,5,9,0.5555555555555556
los,anteriores,si,1,2,0.5
hola,jaja,si,1,3,0.3333333333333333
viendo,que,si,1,1,1.0
checa,que,si,1,1,1.0
<,jajajajjaa,si,1,1,1.0
porque,en,si,1,1,1.0
noches,sip,si,1,1,1.0
<,a,si,5,69,0.07246376811594203
a,ver,si,5,10,0.5
jaja,rayos,si,1,1,1.0
creo,que,si,4,22,0.18181818181818182
la,introducción,si,1,2,0.5
los,pongo,si,1,1,1.0
oye,entonces,si,2,3,0.6666666666666666
datos,por,si,1,1,1.0
<,oye,si,2,35,0.05714285714285714
chi,ya,si,1,1,1.0
<,entonces,si,1,4,0.25
pero,entonces,si,1,1,1.0
pues,entonces,si,1,2,0.5
<,sip,si,2,37,0.05405405405405406
por,ejemplo,si,1,1,1.0
onda,pero,si,1,1,1.0
<,si,si,1,23,0.043478260869565216
a,jajaja,si,1,10,0.1
ahorita,pero,si,1,1,1.0
me,acordaba,si,1,1,1.0
oye,irving,si,1,6,0.16666666666666666
pensé,que,si,4,5,0.8
entonces,tú,si,1,1,1.0
solo,iría,si,1,1,1.0
botello,por,si,1,1,1.0
a,jaja,si,1,2,0.5
sip,jaja,si,2,5,0.4
le,pregunte,si,1,1,1.0
no,se,si,4,10,0.4
no,pues,si,1,3,0.3333333333333333
niveles,son,si,1,1,1.0
por,cierto,si,1,3,0.3333333333333333
entendí,bien,si,1,1,1.0
latinoamerica,y,si,1,1,1.0
algo,de,si,1,6,0.16666666666666666
y,como,si,1,1,1.0
yayaya,jajaja,si,1,1,1.0
si,pues,si,2,4,0.5
pero,pues,si,2,3,0.6666666666666666
a,pues,si,1,1,1.0
jaja,también,si,1,1,1.0
ernesto,o,si,1,1,1.0
<,ajap,si,1,2,0.5
vámonos,pero,si,1,1,1.0
<,jajaja,si,1,19,0.05263157894736842
jajaja,si,si,1,3,0.3333333333333333
a,bueno,si,1,10,0.1
a,no,si,1,7,0.14285714285714285
esos,porque,si,1,1,1.0
jajajaja,pues,si,1,1,1.0
ia,por,si,1,1,1.0
decirle,que,si,1,1,1.0
de,elegir,si,1,1,1.0
elegir,si,si,1,1,1.0
quiera,o,si,1,1,1.0
como,veas,si,1,1,1.0
pero,sí,si,1,1,1.0
si,mejor,si,1,2,0.5
porque,pues,si,2,2,1.0
carreras,que,si,1,1,1.0
que,estás,si,1,1,1.0
decía,que,si,1,1,1.0
entonces,pues,si,1,1,1.0
vava,pus,si,1,1,1.0
digo,que,si,1,3,0.3333333333333333
jajaja,por,si,1,2,0.5
la,audiencia,si,1,1,1.0
adicionales,por,si,1,1,1.0
decir,o,si,1,1,1.0
siento,que,si,1,3,0.3333333333333333
checa,igual,si,1,1,1.0
para,que,si,1,6,0.16666666666666666
<,y,si,1,11,0.09090909090909091
pero,por,si,1,1,1.0
la,mayoría,si,1,1,1.0
ooooo,y,si,1,1,1.0
<,jajajaja,si,1,7,0.14285714285714285
así,dejalo,si,1,1,1.0
deja,veo,si,1,2,0.5
entonces,mañana,si,1,1,1.0
no,maaa,si,1,2,0.5
jajaj,esa,si,1,1,1.0
a,oye,si,1,2,0.5
jajaja,pues,si,1,2,0.5
oye,mejor,si,1,1,1.0
te,digo,si,1,3,0.3333333333333333
jack,por,si,1,1,1.0
ya,la,señora,1,2,0.5
<,pues,sería,1,4,0.25
unas,y,sería,1,1,1.0
el,3,sería,1,1,1.0
los,usos,sería,1,1,1.0
ajap,si,sería,1,1,1.0
cómo,tal,sería,1,1,1.0
sí,si,sería,1,1,1.0
que,si,sería,1,16,0.0625
jajaja,aunque,será,1,1,1.0
de,la,serie,2,20,0.1
<,esos,serian,1,1,1.0
según,yo,seria,1,4,0.25
tenía,que,ser,1,2,0.5
va,a,ser,1,5,0.2
apartado,podría,ser,1,1,1.0
que,podría,ser,1,1,1.0
<,mira,según,1,2,0.5
y,bueno,según,1,1,1.0
es,que,según,2,28,0.07142857142857142
orden,porque,según,1,1,1.0
excel,pero,según,1,1,1.0
dijo,pero,según,1,1,1.0
parte,cualitativa,según,1,1,1.0
eso,porque,según,1,1,1.0
<,si,según,1,23,0.043478260869565216
lo,más,seguro,1,3,0.3333333333333333
porque,de,seguro,1,1,1.0
para,que,sea,1,6,0.16666666666666666
se,si,sea,1,4,0.25
<,entonces,se,1,4,0.25
que,según,se,1,2,0.5
sql,no,se,1,1,1.0
eso,no,se,1,1,1.0
pero,si,se,1,3,0.3333333333333333
si,si,se,1,3,0.3333333333333333
oye,ya,se,1,6,0.16666666666666666
entonces,no,se,2,2,1.0
el,que,se,1,4,0.25
que,algunos,se,1,1,1.0
sé,si,se,1,5,0.2
fuiste,también,se,1,1,1.0
pues,todos,se,1,1,1.0
que,él,se,1,1,1.0
dice,que,se,1,2,0.5
se,cómo,se,1,1,1.0
tú,problema,se,1,1,1.0
aún,no,se,1,2,0.5
pero,no,se,2,7,0.2857142857142857
que,tanto,se,1,1,1.0
carrera,no,se,1,1,1.0
única,que,se,1,1,1.0
nahum,y,se,1,1,1.0
y,pues,se,1,5,0.2
no,ma,se,1,4,0.25
ver,si,se,1,5,0.2
sip,si,se,1,3,0.3333333333333333
lo,demás,se,1,1,1.0
ya,no,se,1,5,0.2
hay,no,se,1,1,1.0
jajaja,pero,se,1,5,0.2
mañana,si,se,1,1,1.0
si,definitivamente,se,1,1,1.0
a,que,se,1,1,1.0
se,si,se,1,4,0.25
ernesto,ya,se,1,1,1.0
lo,de,saúl,1,24,0.041666666666666664
en,el,salón,1,7,0.14285714285714285
a,otro,salón,1,1,1.0
en,qué,salón,1,3,0.3333333333333333
de,mi,salón,1,2,0.5
el,último,salón,1,2,0.5
oye,ya,salí,1,6,0.16666666666666666
<,ya,salí,1,7,0.14285714285714285
también,se,salió,1,1,1.0
en,qué,salieron,1,3,0.3333333333333333
no,me,sale,1,3,0.3333333333333333
porque,me,sale,1,1,1.0
ya,así,saldrías,1,2,0.5
en,la,sala,1,7,0.14285714285714285
rayos,cuánto,sacaste,1,1,1.0
que,pudiéramos,sacar,1,1,1.0
